gender,age,height,weight,race,major,year,centre
Female,20.69,171.41,66.62,Asian,Social Sciences,2000,Online
Male,21.62,171.41,66.64,Asian,Biology,2002,Campus
Male,19.43,170.29,65.01,Asian,Economics and Finance,2001,Online
Female,21.18,170.18,64.51,Asian,Social Sciences,2000,Online
Male,21.37,169.3,63.93,Asian,Mathematics and Statistics,2002,Online
Male,19.34,170.08,65.71,Asian,Political Science,2001,Online
Male,17.71,169.21,65.57,Asian,Environmental Sciences,2000,Campus
Male,19.57,169.62,65.59,Asian,Economics and Finance,2002,Online
Male,19.7,170.65,65.1,Asian,Mathematics and Statistics,2001,Campus
Male,19.93,171.51,66.29,Asian,Environmental Sciences,2000,Campus
Male,19.99,170.33,65.29,Asian,Political Science,2002,Online
Female,19.9,170.39,65.17,Asian,Economics and Finance,2001,Campus
Male,21.61,172.39,66.45,Asian,Social Sciences,2000,Online
Female,19.94,169.7,64.99,Asian,Biology,2002,Campus
Male,21.05,171.77,65.26,Asian,Mathematics and Statistics,2001,Online
Female,20.35,169.31,65.15,Asian,Environmental Sciences,2000,Campus
Female,19.38,170.33,64.05,Asian,Economics and Finance,2002,Online
Male,19.96,170.03,65.59,Asian,Environmental Sciences,2001,Campus
Male,19.16,169.31,65.02,Asian,Political Science,2000,Online
Male,19.35,169.37,64.72,Asian,Social Sciences,2002,Online
Female,19.02,169.78,64.5,Asian,Mathematics and Statistics,2001,Campus
Female,19.72,169.73,63.8,Asian,Biology,2000,Online
Male,19.87,170.2,66.57,Asian,Economics and Finance,2002,Campus
Female,19.78,168.84,63.65,Asian,Biology,2001,Campus
Male,21.32,170.68,65.25,Asian,Economics and Finance,2000,Online
Male,19.15,168.62,64.28,Asian,Mathematics and Statistics,2002,Campus
Female,20.66,170.08,64.71,Asian,Biology,2001,Online
Male,20.14,170.46,64.36,Asian,Mathematics and Statistics,2000,Campus
Male,20.68,170.6,64.92,Asian,Political Science,2002,Campus
Female,21.08,170.38,65.59,Asian,Environmental Sciences,2001,Online
Female,18.79,169.82,64.83,Asian,Biology,2000,Campus
Female,18.45,169.08,64.55,Asian,Biology,2002,Online
Female,19.82,170.08,64.06,Asian,Political Science,2001,Online
Female,18.8,170.17,66.27,Asian,Biology,2000,Online
Male,19.71,170.54,65.44,Asian,Economics and Finance,2002,Online
Female,20.15,170.44,66.5,Asian,Economics and Finance,2001,Online
Female,20.45,170.49,65.16,Asian,Political Science,2000,Campus
Female,19.25,170.27,66.06,Asian,Social Sciences,2002,Campus
Female,19,168.84,63.86,Asian,Social Sciences,2001,Campus
Female,19.56,169.44,65.42,Asian,Social Sciences,2000,Campus
Male,18.32,168.78,62.5,Asian,Environmental Sciences,2002,Online
Male,19.07,168.42,64.56,Asian,Political Science,2001,Online
Female,19.27,169.27,64.92,Asian,Biology,2000,Online
Female,20.42,169.93,66.34,Asian,Economics and Finance,2002,Campus
Female,21.04,170.67,64.6,Asian,Social Sciences,2001,Campus
Female,20.25,168.97,66.24,Asian,Social Sciences,2000,Campus
Female,19.62,169.95,64.96,Asian,Political Science,2002,Campus
Female,20.21,169.48,64.21,Asian,Biology,2001,Campus
Female,20.18,169.69,63.98,Asian,Biology,2000,Campus
Female,18.5,168.4,63.64,Asian,Biology,2002,Online
Male,19.51,169.42,65.94,Asian,Economics and Finance,2001,Online
Female,18.72,169.04,64.15,Asian,Political Science,2000,Online
Female,19.38,171.34,65.54,Asian,Biology,2002,Online
Female,21.03,171.64,67.39,Asian,Political Science,2001,Online
Female,19.71,170.75,66.1,Asian,Mathematics and Statistics,2000,Campus
Female,19.12,168.5,63.9,Asian,Social Sciences,2002,Campus
Female,20.51,169.3,64.35,Asian,Biology,2001,Online
Female,20.58,170.75,66.03,Asian,Economics and Finance,2000,Online
Female,18.73,167.54,63.86,Asian,Political Science,2002,Online
Male,18.72,170.08,63.94,Asian,Environmental Sciences,2001,Campus
Female,21.12,171.95,66.69,Asian,Political Science,2000,Campus
Male,19.63,171.03,66.69,Asian,Environmental Sciences,2002,Campus
Male,15.48,165.88,61.59,Asian,Political Science,2001,Online
Female,20.23,170.36,66.31,Asian,Biology,2000,Campus
Male,19.36,168.59,64.43,Asian,Environmental Sciences,2002,Online
Male,20.77,170.86,65.87,Asian,Mathematics and Statistics,2001,Campus
Male,19.96,170.46,65.56,Asian,Mathematics and Statistics,2000,Online
Female,21.15,171.7,66.38,Asian,Environmental Sciences,2002,Online
Male,19.12,169.39,63.5,Asian,Environmental Sciences,2001,Online
Female,20.57,169.74,64.07,Asian,Mathematics and Statistics,2000,Online
Female,19.21,168.47,64.4,Asian,Political Science,2002,Online
Female,19.54,170.49,65.51,Asian,Social Sciences,2001,Online
Female,20.58,170.65,64.41,Asian,Political Science,2000,Campus
Female,20.94,171.51,65.62,Asian,Environmental Sciences,2002,Online
Female,19.1,169.74,64.35,Asian,Environmental Sciences,2001,Online
Female,20.58,170.74,66.42,Asian,Political Science,2000,Online
Female,18.22,167.89,63.9,Asian,Biology,2002,Campus
Male,21.55,171.06,65.14,Asian,Political Science,2001,Campus
Female,22.21,172.31,66.29,Asian,Economics and Finance,2000,Online
Female,18.11,167.79,62.02,Asian,Social Sciences,2002,Online
Female,20.83,170.69,63.9,Asian,Political Science,2001,Campus
Male,20.01,168.82,65.05,Asian,Environmental Sciences,2000,Online
Female,21.13,171.41,66.32,Asian,Biology,2002,Campus
Male,22.15,171.69,66.4,Asian,Mathematics and Statistics,2001,Campus
Female,20.24,169.21,64.7,Asian,Economics and Finance,2000,Online
Male,19.3,170.17,64.05,Asian,Biology,2002,Campus
Female,19.88,169.39,65.83,Asian,Environmental Sciences,2001,Campus
Male,19.91,169.41,64.51,Asian,Political Science,2000,Online
Male,18.79,168.67,64.54,Asian,Biology,2002,Online
Female,20.51,170.75,66.75,Asian,Biology,2001,Online
Male,18.79,169.51,64.02,Asian,Environmental Sciences,2000,Online
Female,18.98,169.61,63.98,Asian,Political Science,2002,Campus
Female,20.38,170.1,64.76,Asian,Economics and Finance,2001,Online
Male,20.57,169.3,64.91,Asian,Biology,2000,Campus
Male,20.74,168.97,64.87,Asian,Environmental Sciences,2002,Campus
Male,20.96,170.33,65.41,Asian,Mathematics and Statistics,2001,Online
Female,20.9,170.11,65.18,Asian,Biology,2000,Campus
Female,21.45,171.05,65.7,Asian,Political Science,2002,Campus
Male,20.4,170.13,65.26,Asian,Biology,2001,Online
Female,20.29,169.63,65.72,Asian,Social Sciences,2000,Campus
Female,21.65,170.99,65.74,Asian,Economics and Finance,2002,Online
Male,21.26,169.52,66.24,Asian,Mathematics and Statistics,2001,Campus
Female,20.44,170.25,63.5,Asian,Economics and Finance,2000,Campus
Female,19.66,169.38,64.47,Asian,Mathematics and Statistics,2002,Online
Female,18.68,169.83,63.22,Asian,Social Sciences,2001,Online
Female,20.97,170.11,64.09,Asian,Political Science,2000,Online
Male,19.49,170.31,65.1,Asian,Environmental Sciences,2002,Online
Female,18.98,169.81,65.96,Asian,Biology,2001,Online
Male,19.43,170.13,64.55,Asian,Environmental Sciences,2000,Campus
Male,21.41,170.77,66.14,Asian,Political Science,2002,Online
Female,19.18,167.75,63.37,Asian,Environmental Sciences,2001,Online
Male,20.4,170.07,65.6,Asian,Mathematics and Statistics,2000,Online
Male,19.94,168.43,64.46,Asian,Mathematics and Statistics,2002,Online
Male,19.67,169.42,65.37,Asian,Biology,2001,Campus
Female,19.2,169.55,63.66,Asian,Social Sciences,2000,Campus
Male,18.16,168.67,63.75,Asian,Mathematics and Statistics,2002,Online
Female,20.16,170.05,64.92,Asian,Political Science,2001,Campus
Male,18.47,168.14,63.84,Asian,Economics and Finance,2000,Online
Male,20.24,170.44,66.15,Asian,Biology,2002,Online
Female,21.09,170.55,64.25,Asian,Environmental Sciences,2001,Campus
Female,21,171.07,65.47,Asian,Political Science,2000,Online
Female,20.93,169.05,65.25,Asian,Environmental Sciences,2002,Online
Male,19.75,169.23,66.3,Asian,Environmental Sciences,2001,Campus
Female,20.82,170.57,65.67,Asian,Social Sciences,2000,Online
Female,21.07,170.25,65.71,Asian,Environmental Sciences,2002,Online
Female,20.98,172.2,66.21,Asian,Political Science,2001,Online
Female,19.9,169.21,64.32,Asian,Biology,2000,Campus
Female,21.52,170.26,65.89,Asian,Political Science,2002,Campus
Male,22.95,172.01,66.79,Asian,Biology,2001,Online
Female,18.52,169.02,64,Asian,Environmental Sciences,2000,Campus
Male,21.1,171.18,65.04,Asian,Mathematics and Statistics,2002,Campus
Female,18.9,169.59,63.76,Asian,Biology,2001,Online
Male,19.7,171.64,65.35,Asian,Environmental Sciences,2000,Online
Male,20.4,169.48,64.53,Asian,Biology,2002,Campus
Male,19.8,169.88,65.37,Asian,Environmental Sciences,2001,Online
Male,20.18,170.24,64.44,Asian,Economics and Finance,2000,Online
Female,19.14,168.97,65.59,Asian,Economics and Finance,2002,Campus
Male,19.87,170.03,68.58,Asian,Economics and Finance,2001,Online
Female,19.76,169.65,65.84,Asian,Environmental Sciences,2000,Online
Male,19.69,170.56,66.68,Asian,Mathematics and Statistics,2002,Campus
Male,18.97,169.35,64.03,Asian,Mathematics and Statistics,2001,Online
Female,21.63,171.95,66.16,Asian,Environmental Sciences,2000,Online
Female,20.94,169.06,65.21,Asian,Environmental Sciences,2002,Online
Female,21.49,170.25,64.58,Asian,Environmental Sciences,2001,Campus
Female,18.58,169.24,64.26,Asian,Biology,2000,Online
Female,20.02,168.7,64.85,Asian,Biology,2002,Online
Female,19.14,169.08,64.13,Asian,Political Science,2001,Online
Male,20.44,170.12,63.81,Asian,Biology,2000,Online
Male,18.76,169.87,64.8,Asian,Political Science,2002,Online
Male,18.55,170.12,66.04,Asian,Mathematics and Statistics,2001,Online
Male,19.95,170.16,64.26,Asian,Environmental Sciences,2000,Online
Male,19.32,169.42,66.73,Asian,Political Science,2002,Online
Female,19.38,170,64.55,Asian,Political Science,2001,Campus
Male,19.27,170.17,65.3,Asian,Economics and Finance,2000,Online
Female,20.28,170.81,65.79,Asian,Environmental Sciences,2002,Online
Female,21.32,170.47,63.69,Asian,Social Sciences,2001,Online
Male,22.7,172.54,68.9,Asian,Political Science,2000,Campus
Female,21.19,170.48,65.14,Asian,Biology,2002,Campus
Male,19.67,169.16,62.85,Asian,Social Sciences,2001,Online
Female,21.13,171.51,66.31,Asian,Social Sciences,2000,Campus
Female,21.43,169.72,65.81,Asian,Environmental Sciences,2002,Online
Male,18.15,168.46,64.87,Asian,Mathematics and Statistics,2001,Campus
Male,19.59,169.94,65.54,Asian,Environmental Sciences,2000,Online
Female,19.88,169.96,64.37,Asian,Environmental Sciences,2002,Campus
Male,19.95,169.14,65.28,Asian,Mathematics and Statistics,2001,Campus
Female,20.37,170.51,65.7,Asian,Political Science,2000,Campus
Male,18.71,169.64,64.84,Asian,Social Sciences,2002,Online
Male,19.61,169.57,65.9,Asian,Biology,2001,Online
Male,20.18,170.54,65.54,Asian,Environmental Sciences,2000,Online
Male,20.1,170.57,65.34,Asian,Mathematics and Statistics,2002,Campus
Male,18.54,169.11,63.57,Asian,Environmental Sciences,2001,Online
Female,20.71,170.78,64.06,Asian,Political Science,2000,Online
Female,20,170.35,66.27,Asian,Environmental Sciences,2002,Online
Male,21.15,170.57,65.26,Asian,Economics and Finance,2001,Online
Male,20.42,169.51,63.11,Asian,Social Sciences,2000,Campus
Male,18.85,169.41,65.67,Asian,Political Science,2002,Campus
Female,19.27,168.89,64.1,Asian,Political Science,2001,Campus
Male,19.9,169.48,64.86,Asian,Economics and Finance,2000,Campus
Female,19.48,168.88,63.1,Asian,Biology,2002,Campus
Female,20.85,170.19,65.58,Asian,Biology,2001,Online
Female,20.07,169.27,66.25,Asian,Environmental Sciences,2000,Online
Female,20.42,171.13,64.66,Asian,Political Science,2002,Campus
Female,18.57,169.42,65.2,Asian,Political Science,2001,Online
Male,21.3,171.24,66.04,Asian,Political Science,2000,Online
Male,17.91,168.55,63.31,Asian,Economics and Finance,2002,Campus
Female,20.22,169.86,66.44,Asian,Political Science,2001,Online
Female,19.38,169.11,64.68,Asian,Economics and Finance,2000,Campus
Male,20.46,170.3,64.63,Asian,Biology,2002,Online
Male,20.36,171.18,63.66,Asian,Social Sciences,2001,Campus
Female,20.65,171.51,65.31,Asian,Political Science,2000,Online
Male,18.41,169.22,65.63,Asian,Environmental Sciences,2002,Campus
Male,20.17,169.77,64.67,Asian,Environmental Sciences,2001,Campus
Female,19.2,170.33,65.34,Asian,Biology,2000,Online
Male,18.81,170.1,64.13,Asian,Economics and Finance,2002,Online
Female,20,170.57,66.19,Asian,Biology,2001,Online
Female,20.26,170.77,65.2,Asian,Biology,2000,Online
Male,20.81,169.7,65.28,Asian,Environmental Sciences,2002,Online
Female,19.99,169.36,64.89,Asian,Biology,2001,Online
Female,18.91,168.13,62.9,Asian,Biology,2000,Online
Female,20.85,172.35,67.02,Asian,Social Sciences,2002,Campus
Male,20.44,171.44,66.92,Asian,Economics and Finance,2001,Campus
Male,20.13,170,65.24,Asian,Biology,2000,Campus
Female,19.03,170.17,63.22,Asian,Social Sciences,2002,Campus
Male,19.28,171.28,65.62,Asian,Environmental Sciences,2001,Online
Male,19.87,169.87,64.92,Asian,Environmental Sciences,2000,Online
Female,20.03,170.87,64.86,Asian,Political Science,2002,Campus
Male,20.08,169.85,64.25,Asian,Biology,2001,Online
Male,18.34,169.29,64.01,Asian,Environmental Sciences,2000,Campus
Male,20.49,169.68,65.68,Asian,Biology,2002,Online
Female,19.34,168.52,63.71,Asian,Environmental Sciences,2001,Online
Male,20.33,170.36,64.73,Asian,Environmental Sciences,2000,Online
Male,19.19,169.88,63.86,Asian,Environmental Sciences,2002,Campus
Female,18.96,170.09,64.4,Asian,Political Science,2001,Online
Female,20.55,170.48,64.93,Asian,Environmental Sciences,2000,Online
Female,20.14,170.77,65.46,Asian,Mathematics and Statistics,2002,Campus
Female,18.87,168.97,63.75,Asian,Political Science,2001,Campus
Male,21.61,171.86,66.07,Asian,Biology,2000,Online
Male,19.52,169.49,65.94,Asian,Mathematics and Statistics,2002,Online
Female,18.44,168.03,63.45,Asian,Environmental Sciences,2001,Online
Male,21.32,170.95,65.78,Asian,Environmental Sciences,2000,Online
Male,19.72,168.76,64.93,Asian,Biology,2002,Online
Female,20.37,169.87,66.74,Asian,Environmental Sciences,2001,Online
Male,21.72,170.76,64,Asian,Economics and Finance,2000,Online
Male,21.39,170.75,66,Asian,Environmental Sciences,2002,Campus
Female,20.27,169.79,63.88,Asian,Environmental Sciences,2001,Online
Male,20.04,170.81,65.56,Asian,Biology,2000,Online
Male,20.78,172.1,66.07,Asian,Environmental Sciences,2002,Online
Male,17.92,168.35,62.96,Asian,Environmental Sciences,2001,Campus
Female,21.04,170.83,66.03,Asian,Mathematics and Statistics,2000,Campus
Male,20.27,170.42,65.53,Asian,Mathematics and Statistics,2002,Online
Female,19.61,169.67,66.13,Asian,Social Sciences,2001,Online
Female,19.69,170.4,65.68,Asian,Political Science,2000,Online
Female,19.44,170.54,65.57,Asian,Social Sciences,2002,Campus
Male,21.06,171.52,66.49,Asian,Environmental Sciences,2001,Online
Female,19.52,170.52,64.08,Asian,Social Sciences,2000,Online
Female,18.49,169.62,64.06,Asian,Biology,2002,Online
Male,20.03,171.45,64.72,Asian,Social Sciences,2001,Online
Male,18.14,169.32,65.62,Asian,Economics and Finance,2000,Online
Male,19.41,170.32,66.01,Asian,Mathematics and Statistics,2002,Campus
Female,19.9,171.05,64.15,Asian,Political Science,2001,Campus
Female,22.38,171.49,65.75,Asian,Biology,2000,Online
Male,20.39,169.43,65.41,Asian,Economics and Finance,2002,Online
Female,19.1,168.73,63.52,Asian,Social Sciences,2001,Campus
Male,21.04,171.59,66.09,Asian,Biology,2000,Campus
Female,19.03,168.87,65.69,Asian,Political Science,2002,Online
Male,20.05,170.24,64.8,Asian,Social Sciences,2001,Online
Male,19.98,169.27,65.4,Asian,Mathematics and Statistics,2000,Campus
Male,19.31,168.75,65.43,Asian,Political Science,2002,Campus
Female,18.31,169.19,64.85,Asian,Biology,2001,Online
Male,19.85,169.62,63.81,Asian,Economics and Finance,2000,Campus
Male,20.02,170.66,65.06,Asian,Environmental Sciences,2002,Online
Male,19.79,170.07,66.75,Asian,Environmental Sciences,2001,Online
Male,19.74,170.74,64.38,Asian,Mathematics and Statistics,2000,Campus
Male,19.48,170.89,65.79,Asian,Social Sciences,2002,Campus
Female,19.48,169.38,64.99,Asian,Political Science,2001,Online
Male,21.96,171.5,65.2,Asian,Economics and Finance,2000,Online
Female,20.22,170.48,63.76,Asian,Economics and Finance,2002,Campus
Male,21.29,170.92,65.54,Asian,Environmental Sciences,2001,Online
Male,17.66,169.16,64.04,Asian,Political Science,2000,Online
Male,19.42,170.44,64.99,Asian,Social Sciences,2002,Online
Male,18.69,169.98,63.25,Asian,Mathematics and Statistics,2001,Campus
Female,19.48,168.8,63.69,Asian,Biology,2000,Online
Female,18.56,168.5,65.31,Asian,Social Sciences,2002,Online
Male,19.72,168.93,63.6,Asian,Economics and Finance,2001,Online
Female,19.78,171.08,64.57,Asian,Political Science,2000,Campus
Female,19.86,169.37,64.51,Asian,Biology,2002,Campus
Male,20.45,170.95,65.54,Asian,Economics and Finance,2001,Campus
Male,20.46,169.61,65.66,Asian,Economics and Finance,2000,Campus
Female,19.14,170.18,64.62,Asian,Economics and Finance,2002,Campus
Female,19.55,169.9,65.76,Asian,Biology,2001,Online
Female,19.38,168.96,64.39,Asian,Political Science,2000,Online
Male,18.26,168.53,62.66,Asian,Mathematics and Statistics,2002,Campus
Female,19.08,168.96,65.23,Asian,Political Science,2001,Campus
Female,20.17,170.76,64.87,Black,Environmental Sciences,2000,Online
Male,18.55,169.14,65.7,Black,Environmental Sciences,2002,Campus
Female,19.6,168.78,64.52,Black,Economics and Finance,2001,Online
Male,19.13,169.77,63.28,Black,Political Science,2000,Online
Female,21.19,170.72,66.12,Black,Political Science,2002,Online
Female,19.27,168.12,64.16,Black,Biology,2001,Online
Male,20.14,170.82,65.05,Black,Economics and Finance,2000,Online
Female,20.12,169.58,64.11,Black,Mathematics and Statistics,2002,Campus
Male,19.83,169.31,65.34,Black,Economics and Finance,2001,Online
Male,19.96,170.13,64.76,Black,Environmental Sciences,2000,Campus
Female,19.42,169.33,63.3,Black,Biology,2002,Online
Male,20.4,169.23,64.34,Black,Political Science,2001,Campus
Female,20.06,170.57,66.54,Black,Mathematics and Statistics,2000,Online
Female,20.29,169.98,65.24,Black,Mathematics and Statistics,2002,Online
Female,19.75,169.94,63.78,Black,Social Sciences,2001,Campus
Male,19.99,170.4,65.71,Black,Environmental Sciences,2000,Online
Female,20.22,169.83,65.19,Black,Biology,2002,Online
Male,20.78,170.23,66.95,Black,Environmental Sciences,2001,Campus
Female,20.39,170.23,64.56,Black,Political Science,2000,Online
Female,19.49,170.03,65.27,Black,Environmental Sciences,2002,Online
Male,19.15,168.71,66.18,Black,Political Science,2001,Online
Female,19,167.17,63.16,Black,Political Science,2000,Online
Male,19.67,169.94,64.09,Black,Biology,2002,Online
Male,22.78,171.73,66.6,Black,Environmental Sciences,2001,Online
Female,20.26,169.24,64.89,Black,Economics and Finance,2000,Online
Male,19.79,169.51,65.05,Black,Mathematics and Statistics,2002,Online
Male,19.59,168.88,64.14,Black,Economics and Finance,2001,Online
Female,20.6,170.36,64.83,Black,Environmental Sciences,2000,Campus
Male,20.94,170.84,66.8,Black,Mathematics and Statistics,2002,Online
Female,19.33,168.95,64.19,Black,Biology,2001,Online
Female,18.46,168.76,65.08,Black,Economics and Finance,2000,Online
Female,20.09,168.72,65.2,Black,Environmental Sciences,2002,Campus
Female,20.65,171.74,66.57,Black,Biology,2001,Campus
Male,19.3,169.86,66.28,Black,Environmental Sciences,2000,Online
Female,20.67,170.72,65.26,Black,Mathematics and Statistics,2002,Online
Female,18.72,169.7,65.6,Black,Mathematics and Statistics,2001,Online
Female,19.1,169.5,65.07,Black,Social Sciences,2000,Online
Male,21.82,172.62,66.92,Black,Mathematics and Statistics,2002,Campus
Male,20.31,171.91,65.04,Black,Mathematics and Statistics,2001,Campus
Female,21.38,171.27,66.02,Black,Political Science,2000,Online
Male,20.42,169.92,64.76,Black,Political Science,2002,Campus
Female,22.13,170.05,64.43,Black,Environmental Sciences,2001,Online
Male,19.19,171.1,64.49,Black,Environmental Sciences,2000,Campus
Male,20.94,169.89,64.45,Black,Biology,2002,Campus
Male,20.07,170.72,64.53,Black,Political Science,2001,Campus
Female,19.7,169.36,64.07,Black,Political Science,2000,Campus
Female,19.05,170.32,65.62,Black,Biology,2002,Online
Male,20.08,169.86,64.27,Black,Social Sciences,2001,Online
Male,21.6,172.44,67.19,Black,Social Sciences,2000,Online
Female,19.77,168.9,64.73,Black,Environmental Sciences,2002,Online
Male,18.59,168.21,64.23,Black,Environmental Sciences,2001,Campus
Female,19.79,168.98,66.13,Black,Social Sciences,2000,Online
Female,19.46,170.93,65.18,Black,Biology,2002,Campus
Female,19.9,170.99,65.77,Black,Mathematics and Statistics,2001,Online
Female,18.49,169.43,64.74,Black,Biology,2000,Online
Male,18.89,169.45,65.19,Black,Economics and Finance,2002,Online
Male,18.93,168.59,62.58,Black,Mathematics and Statistics,2001,Campus
Female,20.39,171.45,66.3,Black,Social Sciences,2000,Campus
Female,18.59,169.42,65.56,Black,Mathematics and Statistics,2002,Online
Female,19.79,170.56,65.1,Black,Economics and Finance,2001,Campus
Female,19.01,168.26,63.71,Black,Biology,2000,Online
Female,18.92,169.82,65.58,Black,Social Sciences,2002,Online
Female,21.54,171.03,67.27,Black,Environmental Sciences,2001,Online
Male,19.85,170.26,65.59,Black,Environmental Sciences,2000,Online
Female,19.93,169.34,64.1,Black,Environmental Sciences,2002,Online
Female,20.16,169.94,65.02,Black,Environmental Sciences,2001,Campus
Female,22,172.2,65.69,Black,Political Science,2000,Campus
Male,18.98,170.13,65.53,Black,Social Sciences,2002,Online
Female,20.21,170.44,65.07,Black,Economics and Finance,2001,Online
Female,18.69,168.72,62.66,Black,Biology,2000,Online
Male,20.04,169.42,64.9,Black,Social Sciences,2002,Campus
Female,20.15,170.99,65.6,Black,Political Science,2001,Campus
Male,20,168.98,66.47,Black,Political Science,2000,Online
Male,20.12,170.04,64.11,Black,Environmental Sciences,2002,Campus
Male,19.29,168.31,63.43,Black,Economics and Finance,2001,Online
Female,20.04,170,65.9,Black,Social Sciences,2000,Online
Female,19.06,168.76,63.66,Black,Social Sciences,2002,Online
Female,18.77,169.23,63.28,Black,Biology,2001,Online
Female,19.74,170.81,64.84,Black,Biology,2000,Campus
Male,20.15,170.05,64.79,Black,Economics and Finance,2002,Online
Male,20.38,169.75,65.75,Black,Biology,2001,Campus
Female,17.91,168.53,64.57,Black,Environmental Sciences,2000,Online
Female,19.05,169.11,64.09,Black,Biology,2002,Campus
Male,19.64,169.67,64.86,Black,Mathematics and Statistics,2001,Campus
Female,18.88,169.05,65.64,Black,Environmental Sciences,2000,Online
Female,19.61,169.76,64.17,Black,Economics and Finance,2002,Campus
Male,20.44,169.97,67.16,Black,Economics and Finance,2001,Campus
Male,19.05,170.29,66.06,Black,Biology,2000,Campus
Male,20.31,170.68,65.92,Black,Mathematics and Statistics,2002,Online
Female,21.99,170.54,65.4,Black,Political Science,2001,Online
Male,17.63,168.23,64.76,Black,Economics and Finance,2000,Online
Female,20.23,168.95,64.55,Black,Biology,2002,Campus
Female,19.61,169.1,65.46,Black,Environmental Sciences,2001,Online
Male,20.29,170.41,64.47,Black,Mathematics and Statistics,2000,Online
Male,19.86,169.63,64.17,Black,Environmental Sciences,2002,Online
Female,20.22,171.14,64.92,Black,Political Science,2001,Online
Male,20.26,169.86,65.59,Black,Biology,2000,Campus
Male,21.03,170.31,64.83,Black,Political Science,2002,Online
Male,19.3,170.9,64.72,Black,Political Science,2001,Online
Male,20.62,169.73,63.19,Black,Economics and Finance,2000,Online
Female,19.22,170.7,64.85,Black,Environmental Sciences,2002,Campus
Female,20.06,168.36,63.41,Black,Political Science,2001,Online
Female,20.11,169.97,65.07,Black,Environmental Sciences,2000,Campus
Male,17.77,168.78,63.88,Black,Mathematics and Statistics,2002,Online
Female,18.52,169.43,64.55,Black,Economics and Finance,2001,Online
Female,19.41,170.04,64.76,Black,Environmental Sciences,2000,Campus
Male,21.11,171.12,66.45,Black,Mathematics and Statistics,2002,Online
Male,19.97,169.37,64.98,Black,Environmental Sciences,2001,Online
Female,22.47,172.82,67.64,Black,Environmental Sciences,2000,Online
Female,18.95,168.75,63.44,Black,Environmental Sciences,2002,Online
Male,18.84,167.16,64.21,Black,Economics and Finance,2001,Online
Female,20.11,171.43,64.72,Black,Environmental Sciences,2000,Online
Female,19.11,170.84,64.19,Black,Biology,2002,Online
Female,21.29,170.19,65.58,Black,Political Science,2001,Online
Male,22.14,171.74,66.84,Black,Economics and Finance,2000,Campus
Male,19.07,170.21,64.43,Black,Biology,2002,Online
Female,20.45,170.44,65.26,Black,Political Science,2001,Online
Male,18.78,169.06,64.04,Black,Economics and Finance,2000,Online
Male,20.1,170.44,64.76,Black,Economics and Finance,2002,Online
Male,19.5,169.75,64.81,Black,Mathematics and Statistics,2001,Online
Female,20.67,169.79,65.5,Black,Environmental Sciences,2000,Online
Female,18.73,169.75,65.62,Black,Political Science,2002,Campus
Female,19.96,170.17,64.45,Black,Political Science,2001,Online
Female,19.99,170.8,65.07,Black,Political Science,2000,Campus
Male,20.12,169.64,65.69,Black,Biology,2002,Online
Female,19.36,169.59,64.11,Black,Biology,2001,Online
Female,19.22,169.6,64.81,Black,Biology,2000,Online
Male,21.01,171.24,65,Black,Environmental Sciences,2002,Campus
Female,17.29,168.82,63.24,Black,Environmental Sciences,2001,Online
Male,19.74,168.64,64.8,Black,Political Science,2000,Online
Female,20.29,170.56,65.65,Black,Political Science,2002,Online
Female,19.63,169.42,64.76,Black,Political Science,2001,Online
Male,21.18,170.86,65.9,Black,Social Sciences,2000,Online
Male,19.15,170.29,63.81,Black,Environmental Sciences,2002,Campus
Male,19.51,170.45,64.94,Black,Economics and Finance,2001,Online
Male,20.87,170.84,66.01,Black,Political Science,2000,Online
Male,22.45,170.34,66.25,Black,Economics and Finance,2002,Campus
Male,21.15,171.96,65.16,Black,Mathematics and Statistics,2001,Campus
Female,20.18,168.07,63.64,Black,Biology,2000,Online
Male,18.55,168,64.02,Black,Economics and Finance,2002,Online
Female,20.48,170.87,65.75,Black,Economics and Finance,2001,Online
Male,18.13,167.77,63.22,Black,Biology,2000,Campus
Male,20.15,168.94,64.88,Black,Environmental Sciences,2002,Online
Female,20.42,170.87,64.67,Black,Economics and Finance,2001,Online
Female,19.11,168.33,64.57,Black,Environmental Sciences,2000,Online
Female,20.26,170.4,65.36,Black,Biology,2002,Campus
Male,18.24,168.02,63.47,Black,Political Science,2001,Campus
Male,19.87,169.94,64.14,Black,Economics and Finance,2000,Campus
Female,20.17,170.25,64.36,Black,Political Science,2002,Campus
Female,18.77,169.4,65.84,Black,Environmental Sciences,2001,Online
Male,18.63,169.91,64.23,Black,Political Science,2000,Online
Male,20.84,170.07,66.3,Black,Economics and Finance,2002,Online
Male,19.28,169.46,64.03,Black,Economics and Finance,2001,Online
Male,19.61,168.69,63.53,Black,Mathematics and Statistics,2000,Campus
Female,20.46,170.34,65.29,Black,Biology,2002,Online
Male,18.74,169.12,64.48,Black,Social Sciences,2001,Online
Female,18.09,168.46,63.71,Black,Economics and Finance,2000,Online
Female,19.43,169.64,64.19,Black,Biology,2002,Campus
Female,19.9,169.33,64.92,Black,Biology,2001,Online
Female,20.44,171.02,66.26,Black,Economics and Finance,2000,Campus
Male,20.38,171.49,65.91,Black,Environmental Sciences,2002,Online
Male,20.86,169.31,64.08,Black,Biology,2001,Campus
Male,19.42,170.34,64.8,Black,Mathematics and Statistics,2000,Campus
